play_id,user_id,user_age,user_country,subscription_tier,track_id,track_name,artist_name,album_name,album_release_year,genre_primary,genre_secondary,device_type,platform,os_version,city,state_province,country,play_seconds,completed,skips,timestamp
2262,U0503,45,UK,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Manchester,ENG,UK,315,1,0,2024-10-02 21:03:20
2263,U0089,26,Japan,Premium Family,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Desktop,Windows,10,Tokyo,TK,Japan,101,0,2,2024-10-27 09:29:49
2264,U0097,43,Japan,Free,T00059,Track A015-3,Artist 15,Album A015-2,2024,Latin Pop,Reggaeton,Desktop,macOS,13.5,Tokyo,TK,Japan,146,0,0,2024-10-17 09:04:45
2265,U0331,38,UK,Free,T00040,Track A010-4,Artist 10,Album A010-2,2019,Pop,Dance Pop,Tablet,iOS,17.1,London,ENG,UK,140,0,0,2024-10-22 21:41:05
2266,U0011,24,UK,Premium,T00088,Track A022-4,Artist 22,Album A022-2,2019,Bollywood,Dance,Mobile,Android,12,Manchester,ENG,UK,274,1,0,2024-10-29 19:23:41
2267,U0029,38,Japan,Premium,T00065,Track A017-1,Artist 17,Album A017-1,2022,Pop,Dance Pop,Desktop,macOS,13.5,Tokyo,TK,Japan,197,1,0,2024-10-04 08:30:24
2268,U0282,51,Germany,Premium Family,T00090,Track A023-2,Artist 23,Album A023-1,2024,Latin Pop,Reggaeton,Tablet,iOS,17.1,Hamburg,HH,Germany,257,1,0,2024-10-19 20:15:36
2269,U0050,35,India,Free,T00033,Track A009-1,Artist 9,Album A009-1,2019,K-Pop,Pop,Tablet,iOS,17.1,Mumbai,MH,India,233,1,0,2024-10-06 17:05:37
2270,U0179,59,Germany,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Desktop,Windows,10,Hamburg,HH,Germany,77,0,1,2024-10-08 21:36:46
2271,U0437,36,Brazil,Free,T00015,Track A004-3,Artist 4,Album A004-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,319,1,0,2024-10-08 12:21:02
2272,U0204,59,UK,Free,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Desktop,macOS,13.5,London,ENG,UK,47,0,2,2024-10-13 02:09:20
2273,U0181,47,Japan,Premium Family,T00049,Track A013-1,Artist 13,Album A013-1,2021,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Tokyo,TK,Japan,131,0,2,2024-10-15 16:10:40
2274,U0598,39,USA,Premium,T00064,Track A016-4,Artist 16,Album A016-2,2021,Latin Pop,Reggaeton,Mobile,Android,12,Chicago,IL,USA,259,1,0,2024-10-22 14:04:26
2275,U0119,22,Brazil,Student,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,116,0,2,2024-10-07 18:11:09
2276,U0577,49,Canada,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Montreal,QC,Canada,173,0,1,2024-10-25 02:03:05
2277,U0022,33,USA,Free,T00091,Track A023-3,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,San Francisco,CA,USA,221,1,0,2024-10-18 21:05:13
2278,U0429,57,UK,Free,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Mobile,iOS,17.5,Manchester,ENG,UK,186,0,1,2024-10-14 12:56:40
2279,U0069,30,Canada,Premium,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Mobile,iOS,17.5,Toronto,ON,Canada,279,1,0,2024-10-13 18:09:20
2280,U0367,49,Japan,Premium,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Desktop,macOS,13.5,Osaka,OS,Japan,294,1,0,2024-10-25 14:49:48
2281,U0141,59,USA,Student,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Mobile,iOS,17.5,Chicago,IL,USA,99,0,2,2024-10-08 20:44:17
2282,U0202,50,USA,Free,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Austin,TX,USA,174,0,1,2024-10-27 12:02:29
2283,U0069,30,Canada,Premium,T00085,Track A022-1,Artist 22,Album A022-1,2022,Bollywood,Dance,Mobile,Android,12,Toronto,ON,Canada,182,0,0,2024-10-29 06:13:10
2284,U0238,21,USA,Premium,T00026,Track A007-2,Artist 7,Album A007-1,2022,Pop,Dance Pop,Mobile,Android,12,New York,NY,USA,116,0,1,2024-10-15 13:55:30
2285,U0012,20,Germany,Free,T00048,Track A012-4,Artist 12,Album A012-2,2024,Pop,Dance Pop,Mobile,iOS,17.5,Munich,BY,Germany,254,1,0,2024-10-25 18:25:17
2286,U0538,48,Brazil,Premium,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Desktop,Windows,10,São Paulo,SP,Brazil,202,1,0,2024-10-29 10:14:30
2287,U0141,59,USA,Student,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Mobile,Android,12,Chicago,IL,USA,257,1,0,2024-10-24 07:41:38
2288,U0487,42,Japan,Free,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Desktop,macOS,13.5,Tokyo,TK,Japan,104,0,2,2024-10-11 09:28:14
2289,U0555,43,USA,Free,T00010,Track A003-2,Artist 3,Album A003-1,2017,Pop,Dance Pop,Mobile,Android,12,Chicago,IL,USA,273,1,0,2024-10-07 03:54:50
2290,U0070,20,Japan,Premium,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Tablet,iOS,17.1,Tokyo,TK,Japan,208,1,0,2024-10-04 12:34:24
2291,U0424,29,Brazil,Premium,T00081,Track A021-1,Artist 21,Album A021-1,2022,Bollywood,Dance,Desktop,Windows,10,Rio de Janeiro,RJ,Brazil,264,1,0,2024-10-11 22:32:33
2292,U0062,45,Germany,Premium,T00056,Track A014-4,Artist 14,Album A014-2,2021,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Berlin,BE,Germany,252,1,0,2024-10-16 13:23:42
2293,U0198,32,Brazil,Premium Family,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,178,0,0,2024-10-19 03:22:16
2294,U0131,34,India,Free,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Tablet,iOS,17.1,Bengaluru,KA,India,283,1,0,2024-10-25 17:39:56
2295,U0162,53,Japan,Premium,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,Osaka,OS,Japan,157,0,0,2024-10-26 07:18:36
2296,U0444,33,Brazil,Free,T00077,Track A020-1,Artist 20,Album A020-1,2024,Bollywood,Dance,Mobile,iOS,17.5,Rio de Janeiro,RJ,Brazil,91,0,2,2024-10-21 06:12:32
2297,U0150,42,Japan,Free,T00083,Track A021-3,Artist 21,Album A021-2,2017,Bollywood,Dance,Mobile,iOS,17.5,Osaka,OS,Japan,154,0,1,2024-10-18 22:31:23
2298,U0350,17,Japan,Free,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Tablet,iOS,17.1,Tokyo,TK,Japan,165,0,1,2024-10-30 09:13:14
2299,U0524,21,Brazil,Premium,T00063,Track A016-3,Artist 16,Album A016-2,2020,Latin Pop,Reggaeton,Desktop,macOS,13.5,Rio de Janeiro,RJ,Brazil,233,1,0,2024-10-29 14:53:18
2300,U0588,27,Japan,Premium,T00018,Track A005-2,Artist 5,Album A005-1,2021,Bollywood,Dance,Desktop,macOS,13.5,Tokyo,TK,Japan,101,0,1,2024-10-17 08:43:16
2301,U0546,40,Canada,Free,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Tablet,iOS,17.1,Montreal,QC,Canada,89,0,1,2024-10-31 15:35:40
2302,U0278,44,USA,Premium,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Tablet,iOS,17.1,San Francisco,CA,USA,143,0,1,2024-10-25 22:17:30
2303,U0246,54,Brazil,Premium Family,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Mobile,Android,12,São Paulo,SP,Brazil,321,1,0,2024-10-17 22:02:50
2304,U0344,50,Brazil,Free,T00067,Track A017-3,Artist 17,Album A017-2,2020,Pop,Dance Pop,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,155,0,1,2024-10-20 23:28:40
2305,U0193,56,Japan,Free,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Mobile,Android,12,Tokyo,TK,Japan,133,0,1,2024-10-15 07:43:03
2306,U0556,39,Germany,Free,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Desktop,Windows,10,Berlin,BE,Germany,256,1,0,2024-10-10 22:13:06
2307,U0533,50,Japan,Premium,T00023,Track A006-3,Artist 6,Album A006-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Osaka,OS,Japan,221,1,0,2024-10-15 03:34:36
2308,U0346,43,India,Free,T00024,Track A006-4,Artist 6,Album A006-2,2024,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Hyderabad,TG,India,175,0,1,2024-10-25 02:59:43
2309,U0278,44,USA,Premium,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Desktop,macOS,13.5,San Francisco,CA,USA,168,0,2,2024-10-27 02:07:35
2310,U0074,42,UK,Premium,T00033,Track A009-1,Artist 9,Album A009-1,2019,K-Pop,Pop,Mobile,iOS,17.5,Manchester,ENG,UK,260,1,0,2024-10-19 06:43:35
2311,U0004,36,USA,Free,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Mobile,Android,12,New York,NY,USA,298,1,0,2024-10-13 08:52:34
2312,U0564,36,Brazil,Premium,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Desktop,Windows,10,São Paulo,SP,Brazil,208,1,0,2024-10-25 19:29:45
2313,U0273,31,Brazil,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Desktop,macOS,13.5,São Paulo,SP,Brazil,328,1,0,2024-10-31 11:48:15
2314,U0111,38,India,Premium,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Desktop,macOS,13.5,Bengaluru,KA,India,162,0,0,2024-10-19 18:45:12
2315,U0126,44,Germany,Free,T00047,Track A012-3,Artist 12,Album A012-2,2023,Pop,Dance Pop,Mobile,iOS,17.5,Munich,BY,Germany,270,1,0,2024-10-02 23:48:31
2316,U0111,38,India,Premium,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,Bengaluru,KA,India,114,0,2,2024-10-14 00:43:31
2317,U0434,46,UK,Free,T00027,Track A007-3,Artist 7,Album A007-2,2020,Pop,Dance Pop,Mobile,iOS,17.5,Edinburgh,SCT,UK,87,0,1,2024-10-28 12:05:55
2318,U0284,48,India,Free,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Desktop,macOS,13.5,Bengaluru,KA,India,143,0,2,2024-10-12 16:24:46
2319,U0585,59,Japan,Student,T00035,Track A009-3,Artist 9,Album A009-2,2021,K-Pop,Pop,Tablet,iOS,17.1,Tokyo,TK,Japan,268,1,0,2024-10-18 03:55:02
2320,U0024,51,Japan,Premium,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,Osaka,OS,Japan,247,1,0,2024-10-16 09:00:10
2321,U0393,47,Germany,Free,T00027,Track A007-3,Artist 7,Album A007-2,2020,Pop,Dance Pop,Tablet,iOS,17.1,Munich,BY,Germany,61,0,0,2024-10-30 22:02:15
2322,U0585,59,Japan,Student,T00095,Track A024-3,Artist 24,Album A024-2,2023,K-Pop,Pop,Tablet,iOS,17.1,Tokyo,TK,Japan,259,1,0,2024-10-14 02:15:26
2323,U0098,55,Japan,Student,T00032,Track A008-4,Artist 8,Album A008-2,2023,Latin Pop,Reggaeton,Desktop,macOS,13.5,Osaka,OS,Japan,146,0,0,2024-10-11 17:27:09
2324,U0178,43,UK,Free,T00029,Track A008-1,Artist 8,Album A008-1,2021,Latin Pop,Reggaeton,Desktop,Windows,10,Manchester,ENG,UK,43,0,1,2024-10-06 05:06:53
2325,U0446,37,Canada,Premium,T00075,Track A019-3,Artist 19,Album A019-2,2021,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Toronto,ON,Canada,188,1,0,2024-10-19 18:32:31
2326,U0103,27,Brazil,Premium,T00011,Track A003-3,Artist 3,Album A003-2,2018,Pop,Dance Pop,Desktop,macOS,13.5,Rio de Janeiro,RJ,Brazil,187,0,1,2024-10-22 13:27:09
2327,U0390,31,Brazil,Premium Family,T00003,Track A001-3,Artist 1,Album A001-2,2019,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Rio de Janeiro,RJ,Brazil,137,0,1,2024-10-14 04:34:50
2328,U0448,48,Germany,Free,T00068,Track A017-4,Artist 17,Album A017-2,2018,Pop,Dance Pop,Desktop,Windows,10,Munich,BY,Germany,64,0,2,2024-10-16 15:15:01
2329,U0398,18,Germany,Premium,T00057,Track A015-1,Artist 15,Album A015-1,2017,Latin Pop,Reggaeton,Tablet,iOS,17.1,Munich,BY,Germany,174,0,0,2024-10-10 23:23:21
2330,U0387,48,Brazil,Premium,T00022,Track A006-2,Artist 6,Album A006-1,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Rio de Janeiro,RJ,Brazil,140,0,1,2024-10-11 01:19:30
2331,U0281,55,USA,Premium,T00032,Track A008-4,Artist 8,Album A008-2,2023,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,New York,NY,USA,286,1,0,2024-10-15 02:39:55
2332,U0481,44,India,Premium,T00004,Track A001-4,Artist 1,Album A001-2,2022,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Mumbai,MH,India,147,0,0,2024-10-28 08:18:09
2333,U0464,21,Japan,Student,T00092,Track A023-4,Artist 23,Album A023-2,2018,Latin Pop,Reggaeton,Mobile,iOS,17.5,Osaka,OS,Japan,209,1,0,2024-10-19 21:03:58
2334,U0391,52,Brazil,Premium,T00003,Track A001-3,Artist 1,Album A001-2,2019,Hip-Hop,Pop Rap,Desktop,macOS,13.5,Rio de Janeiro,RJ,Brazil,239,1,0,2024-10-22 04:19:00
2335,U0435,51,Canada,Premium Family,T00012,Track A003-4,Artist 3,Album A003-2,2018,Pop,Dance Pop,Desktop,macOS,13.5,Toronto,ON,Canada,169,0,1,2024-10-13 09:00:36
2336,U0267,55,UK,Premium,T00062,Track A016-2,Artist 16,Album A016-1,2021,Latin Pop,Reggaeton,Mobile,Android,12,London,ENG,UK,140,0,2,2024-10-09 04:21:54
2337,U0530,52,Brazil,Premium Family,T00077,Track A020-1,Artist 20,Album A020-1,2024,Bollywood,Dance,Tablet,iOS,17.1,Rio de Janeiro,RJ,Brazil,269,1,0,2024-10-10 12:01:16
2338,U0374,32,UK,Free,T00007,Track A002-3,Artist 2,Album A002-2,2018,Bollywood,Dance,Mobile,Android,12,London,ENG,UK,235,1,0,2024-10-05 08:49:32
2339,U0095,16,Japan,Student,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,82,0,2,2024-10-27 20:05:12
2340,U0262,30,India,Premium,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Mobile,Android,12,Hyderabad,TG,India,119,0,1,2024-10-15 05:32:52
2341,U0191,54,Brazil,Student,T00030,Track A008-2,Artist 8,Album A008-1,2020,Latin Pop,Reggaeton,Desktop,macOS,13.5,São Paulo,SP,Brazil,126,0,0,2024-10-16 03:02:18
2342,U0095,16,Japan,Student,T00080,Track A020-4,Artist 20,Album A020-2,2018,Bollywood,Dance,Mobile,iOS,17.5,Osaka,OS,Japan,224,1,0,2024-10-28 19:08:16
2343,U0181,47,Japan,Premium Family,T00037,Track A010-1,Artist 10,Album A010-1,2020,Pop,Dance Pop,Tablet,iOS,17.1,Tokyo,TK,Japan,304,1,0,2024-10-23 19:52:44
2344,U0172,21,Germany,Student,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Hamburg,HH,Germany,215,1,0,2024-10-10 11:38:24
2345,U0069,30,Canada,Premium,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Desktop,Windows,10,Toronto,ON,Canada,203,0,1,2024-10-09 16:14:10
2346,U0567,29,Germany,Premium,T00048,Track A012-4,Artist 12,Album A012-2,2024,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Hamburg,HH,Germany,122,0,0,2024-10-09 16:27:41
2347,U0252,36,UK,Premium,T00002,Track A001-2,Artist 1,Album A001-1,2021,Hip-Hop,Pop Rap,Desktop,Windows,10,Edinburgh,SCT,UK,248,1,0,2024-10-09 08:09:18
2348,U0022,33,USA,Free,T00065,Track A017-1,Artist 17,Album A017-1,2022,Pop,Dance Pop,Tablet,iOS,17.1,San Francisco,CA,USA,178,1,0,2024-10-03 18:14:06
2349,U0050,35,India,Free,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Mobile,Android,12,Mumbai,MH,India,146,0,1,2024-10-07 10:07:48
2350,U0588,27,Japan,Premium,T00036,Track A009-4,Artist 9,Album A009-2,2023,K-Pop,Pop,Desktop,macOS,13.5,Tokyo,TK,Japan,189,0,0,2024-10-12 22:21:53
2351,U0255,47,Japan,Premium,T00021,Track A006-1,Artist 6,Album A006-1,2020,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,246,1,0,2024-10-30 10:03:13
2352,U0387,48,Brazil,Premium,T00018,Track A005-2,Artist 5,Album A005-1,2021,Bollywood,Dance,Mobile,iOS,17.5,Rio de Janeiro,RJ,Brazil,190,0,1,2024-10-14 22:36:54
2353,U0405,49,Brazil,Premium,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Tablet,iOS,17.1,Rio de Janeiro,RJ,Brazil,283,1,0,2024-10-20 14:34:32
2354,U0533,50,Japan,Premium,T00046,Track A012-2,Artist 12,Album A012-1,2018,Pop,Dance Pop,Tablet,iOS,17.1,Osaka,OS,Japan,238,1,0,2024-10-29 00:48:12
2355,U0415,25,Brazil,Student,T00033,Track A009-1,Artist 9,Album A009-1,2019,K-Pop,Pop,Tablet,iOS,17.1,Rio de Janeiro,RJ,Brazil,126,0,1,2024-10-20 18:58:46
2356,U0130,16,USA,Premium,T00005,Track A002-1,Artist 2,Album A002-1,2019,Bollywood,Dance,Mobile,Android,12,Chicago,IL,USA,214,1,0,2024-10-04 13:32:13
2357,U0306,30,Japan,Premium,T00015,Track A004-3,Artist 4,Album A004-2,2020,Bollywood,Dance,Tablet,iOS,17.1,Osaka,OS,Japan,176,0,1,2024-10-21 00:29:45
2358,U0025,20,USA,Premium Family,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Desktop,macOS,13.5,New York,NY,USA,245,1,0,2024-10-10 15:30:20
2359,U0446,37,Canada,Premium,T00082,Track A021-2,Artist 21,Album A021-1,2023,Bollywood,Dance,Mobile,Android,12,Toronto,ON,Canada,275,1,0,2024-10-22 20:13:06
2360,U0144,53,UK,Premium,T00084,Track A021-4,Artist 21,Album A021-2,2017,Bollywood,Dance,Desktop,Windows,10,London,ENG,UK,147,0,0,2024-10-20 05:47:37
2361,U0450,16,UK,Free,T00033,Track A009-1,Artist 9,Album A009-1,2019,K-Pop,Pop,Desktop,macOS,13.5,London,ENG,UK,191,1,0,2024-10-20 09:08:50
2362,U0381,56,USA,Premium,T00027,Track A007-3,Artist 7,Album A007-2,2020,Pop,Dance Pop,Desktop,macOS,13.5,San Francisco,CA,USA,182,1,0,2024-10-07 07:56:36
2363,U0252,36,UK,Premium,T00019,Track A005-3,Artist 5,Album A005-2,2022,Bollywood,Dance,Smart Speaker,Alexa,5.3,Edinburgh,SCT,UK,158,0,1,2024-10-05 22:00:19
2364,U0477,50,Japan,Premium,T00050,Track A013-2,Artist 13,Album A013-1,2018,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,96,0,1,2024-10-22 00:55:37
2365,U0525,31,Germany,Premium Family,T00071,Track A018-3,Artist 18,Album A018-2,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,Hamburg,HH,Germany,300,1,0,2024-10-02 23:12:51
2366,U0491,35,Germany,Premium,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Desktop,Windows,10,Berlin,BE,Germany,134,0,2,2024-10-17 02:10:12
2367,U0170,42,USA,Student,T00002,Track A001-2,Artist 1,Album A001-1,2021,Hip-Hop,Pop Rap,Mobile,iOS,17.5,Chicago,IL,USA,243,1,0,2024-10-08 02:01:52
2368,U0277,56,Japan,Free,T00008,Track A002-4,Artist 2,Album A002-2,2018,Bollywood,Dance,Mobile,iOS,17.5,Osaka,OS,Japan,140,0,1,2024-10-25 17:37:06
2369,U0025,20,USA,Premium Family,T00058,Track A015-2,Artist 15,Album A015-1,2018,Latin Pop,Reggaeton,Desktop,macOS,13.5,New York,NY,USA,256,1,0,2024-10-17 05:11:09
2370,U0356,27,USA,Premium,T00080,Track A020-4,Artist 20,Album A020-2,2018,Bollywood,Dance,Desktop,Windows,10,New York,NY,USA,173,0,2,2024-10-14 19:57:51
2371,U0600,47,Germany,Premium,T00016,Track A004-4,Artist 4,Album A004-2,2018,Bollywood,Dance,Desktop,macOS,13.5,Berlin,BE,Germany,185,0,0,2024-10-24 15:59:53
2372,U0562,36,Canada,Free,T00094,Track A024-2,Artist 24,Album A024-1,2020,K-Pop,Pop,Smart Speaker,Alexa,5.3,Vancouver,BC,Canada,198,1,0,2024-10-28 11:50:46
2373,U0387,48,Brazil,Premium,T00043,Track A011-3,Artist 11,Album A011-2,2024,Pop,Dance Pop,Smart Speaker,Alexa,5.3,Rio de Janeiro,RJ,Brazil,240,1,0,2024-10-22 08:28:32
2374,U0274,54,Canada,Free,T00019,Track A005-3,Artist 5,Album A005-2,2022,Bollywood,Dance,Mobile,Android,12,Toronto,ON,Canada,102,0,1,2024-10-10 12:44:45
2375,U0404,18,USA,Free,T00029,Track A008-1,Artist 8,Album A008-1,2021,Latin Pop,Reggaeton,Mobile,iOS,17.5,New York,NY,USA,160,0,0,2024-10-03 03:16:45
2376,U0429,57,UK,Free,T00073,Track A019-1,Artist 19,Album A019-1,2017,Hip-Hop,Pop Rap,Mobile,Android,12,Manchester,ENG,UK,257,1,0,2024-10-21 06:31:35
2377,U0156,57,Germany,Student,T00055,Track A014-3,Artist 14,Album A014-2,2018,Hip-Hop,Pop Rap,Tablet,iOS,17.1,Berlin,BE,Germany,149,0,0,2024-10-28 13:59:08
2378,U0001,19,Brazil,Free,T00009,Track A003-1,Artist 3,Album A003-1,2022,Pop,Dance Pop,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,152,0,0,2024-10-02 19:38:42
2379,U0225,44,USA,Premium,T00060,Track A015-4,Artist 15,Album A015-2,2019,Latin Pop,Reggaeton,Mobile,Android,12,San Francisco,CA,USA,110,0,1,2024-10-24 22:56:54
2380,U0351,18,Japan,Free,T00079,Track A020-3,Artist 20,Album A020-2,2020,Bollywood,Dance,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,271,1,0,2024-10-19 01:32:49
2381,U0591,20,Canada,Premium,T00072,Track A018-4,Artist 18,Album A018-2,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,Vancouver,BC,Canada,220,1,0,2024-10-17 01:10:36
2382,U0540,55,UK,Premium Family,T00020,Track A005-4,Artist 5,Album A005-2,2022,Bollywood,Dance,Smart Speaker,Alexa,5.3,Edinburgh,SCT,UK,200,1,0,2024-10-29 15:08:34
2383,U0252,36,UK,Premium,T00029,Track A008-1,Artist 8,Album A008-1,2021,Latin Pop,Reggaeton,Mobile,iOS,17.5,Edinburgh,SCT,UK,194,1,0,2024-10-22 01:29:56
2384,U0522,49,USA,Free,T00039,Track A010-3,Artist 10,Album A010-2,2017,Pop,Dance Pop,Desktop,macOS,13.5,New York,NY,USA,83,0,1,2024-10-20 15:31:12
2385,U0264,17,USA,Premium,T00014,Track A004-2,Artist 4,Album A004-1,2018,Bollywood,Dance,Mobile,Android,12,San Francisco,CA,USA,142,0,0,2024-10-27 22:38:17
2386,U0255,47,Japan,Premium,T00060,Track A015-4,Artist 15,Album A015-2,2019,Latin Pop,Reggaeton,Mobile,Android,12,Osaka,OS,Japan,233,1,0,2024-10-05 18:52:26
2387,U0372,49,Brazil,Free,T00053,Track A014-1,Artist 14,Album A014-1,2017,Hip-Hop,Pop Rap,Smart Speaker,Alexa,5.3,São Paulo,SP,Brazil,183,1,0,2024-10-20 09:51:35
2388,U0307,28,Brazil,Premium,T00011,Track A003-3,Artist 3,Album A003-2,2018,Pop,Dance Pop,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,218,0,2,2024-10-08 21:15:45
2389,U0068,36,UK,Student,T00041,Track A011-1,Artist 11,Album A011-1,2023,Pop,Dance Pop,Mobile,iOS,17.5,Manchester,ENG,UK,180,0,0,2024-10-22 03:32:17
2390,U0425,38,UK,Premium,T00061,Track A016-1,Artist 16,Album A016-1,2024,Latin Pop,Reggaeton,Mobile,iOS,17.5,Manchester,ENG,UK,302,1,0,2024-10-17 04:53:19
2391,U0316,30,USA,Free,T00031,Track A008-3,Artist 8,Album A008-2,2020,Latin Pop,Reggaeton,Desktop,macOS,13.5,Austin,TX,USA,298,1,0,2024-10-24 21:03:33
2392,U0220,54,UK,Free,T00052,Track A013-4,Artist 13,Album A013-2,2022,Hip-Hop,Pop Rap,Desktop,macOS,13.5,London,ENG,UK,156,0,0,2024-10-12 09:55:28
2393,U0345,58,USA,Free,T00021,Track A006-1,Artist 6,Album A006-1,2020,Latin Pop,Reggaeton,Tablet,iOS,17.1,Austin,TX,USA,213,0,0,2024-10-16 21:08:56
2394,U0104,37,Brazil,Free,T00011,Track A003-3,Artist 3,Album A003-2,2018,Pop,Dance Pop,Mobile,iOS,17.5,Rio de Janeiro,RJ,Brazil,121,0,1,2024-10-01 09:53:29
2395,U0095,16,Japan,Student,T00090,Track A023-2,Artist 23,Album A023-1,2024,Latin Pop,Reggaeton,Smart Speaker,Alexa,5.3,Osaka,OS,Japan,339,1,0,2024-10-08 08:57:43
2396,U0483,50,Germany,Free,T00023,Track A006-3,Artist 6,Album A006-2,2020,Latin Pop,Reggaeton,Mobile,iOS,17.5,Berlin,BE,Germany,157,0,1,2024-10-07 11:31:09
2397,U0366,21,Canada,Free,T00086,Track A022-2,Artist 22,Album A022-1,2020,Bollywood,Dance,Tablet,iOS,17.1,Montreal,QC,Canada,77,0,1,2024-10-05 05:58:06
2398,U0339,19,UK,Student,T00013,Track A004-1,Artist 4,Album A004-1,2022,Bollywood,Dance,Mobile,iOS,17.5,Manchester,ENG,UK,97,0,2,2024-10-29 07:05:06
2399,U0001,19,Brazil,Free,T00025,Track A007-1,Artist 7,Album A007-1,2021,Pop,Dance Pop,Mobile,Android,12,Rio de Janeiro,RJ,Brazil,263,1,0,2024-10-19 23:23:23
